seat_won,member,donor_name,tot_from_donor,tot_to_candidate,party,counties,term_start,house_district,senate_district
Senator District 30,Phil Berger,State Employees Association of NC PAC,10800,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Stokes County Republican Ladies,500,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Stokes County Republican Men's Club,750,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Stokes County Republican Party,1252.1,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,The Caterpillar Inc Employee PAC,4500,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,The Williams Companies Inc PAC,5400,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Truist NC PAC,10800,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Truliant Federal Credit Union PAC,100,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,UnitedHealth Group Inc PAC,8500,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,University Development Coalition,7900,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,US Acute Care Solutions PAC,1000,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Verizon Good Government Club of NC,1000,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Vulcan Material Company PAC,1000,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Wake Emergency Physicians PA PAC,1000,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Wal-Mart Stores Inc PAC for Responsible Government,10800,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Ward and Smith PAC,3500,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Waste Management Employees Better Government Fund,1000,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Wellcare Health Plans Inc PAC (Closed),5400,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Wells Fargo and Company NC Employees Good Government Fund,8900,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Weyerhaeuser Company PAC,2000,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 30,Phil Berger,Windstream Corp PAC,500,2102305,R,"Caswell, Rockingham, Stokes, Surry",1-Jan-19,NA,30
Senator District 31,Joyce Krawiec,10th Congressional District Republican Party,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,American Physical Therapy Association NC PAC,750,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Anthem Inc PAC,5000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Astellas US LLC PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,AT&T NC PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Bayada Home Health Care Inc NC PAC,750,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Berlin for Judge (Berlin Aaron Jay),2300,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Blue Cross & Blue Shield of NC Employees PAC,7900,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Bristol-Myers Squibb Company Employee PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Carolina Asphalt Pavement Association PAC,5000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Centene Corporation PAC,5400,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Charter Communications NC PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Coca-Cola Consolidated Inc PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Committee to Elect Don Martin,250,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Committee to Elect Republican Women,5000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Corning Incorporated Employees PAC,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Costco,561.66,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Credit Union PAC of NC,250,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,CVS Health PAC,750,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Dave Craven for NC,5400,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Dentaquest PAC Tn-1 (Closed),2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Duke Energy Corp PAC,7400,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Emergeortho PA PAC,8400,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Enterprise Holdings Inc PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Forsyth County Republican Women,300,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Frank Williams Committee,250,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Friends of Forestry PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Friends to Elect Dr. Greg Murphy to Congress,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Gabriel Bros,17.07,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,GlaxoSmithKline LLC PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Greensboro Orthopaedics PAC,3000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Health Network Solutions PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Hudson for Congress,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Independent Insurance Agents of NC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Lowe's Comp Inc. PAC,250,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Mag Mutual NC PAC,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Marathon Petroleum Corp Employee PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,McGuireWoods Federal PAC Fund,4000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,McHenry for Congress,5000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,"Merck & Co., Inc Employees PAC",1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,National Federation of Independent Business NC PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Academy of Family Physicians,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Academy of Physician Assistants,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Association Long Term Care Facilities,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Association of Electric Cooperatives Rural Electric Action Program,600,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Association of Realtors PAC,8400,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Auto Dealers Accociation PAC,1020,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Beer & Wine Wholesalers Association PAC,1500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Chiropractic Association Inc PAC,3000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Farm Bureau Federation Inc PAC,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Home Builders Association PAC,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Merchants PAC Inc,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Orthopaedic Association PAC,3000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Outdoor Advertising Association PAC,250,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Senate Majority Fund,1189772.94,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC State Optometric Society PAC,1200,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,NC Veterinary Medical Association,3000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Nurse Practitioner PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Orthocarolina PA Federal PAC,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Partners for Educational Freedom PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,"PepsiCo, Inc Concerned Citizens Fund",500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Pfizer Inc PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Piedmont Traid Anesthesia PA Federal PAC,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Publix Supermarkets Inc Association PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Reynolds American Inc PAC,3500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Rob Bryan Committee,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Southern States Police Benevolent Association PAC,5400,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,State Employees Association of NC PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Ted Budd for Congress,7011.52,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,The Anthony Foxx Committee,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,The Caterpillar Inc Employee PAC,2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,The Williams Companies Inc PAC,500,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Truist NC PAC,10800,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Truliant Federal Credit Union PAC,100,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,UCB PAC,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,UnitedHealth Group Inc PAC,7000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Wellcare Health Plans Inc PAC (Closed),2000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,Wells Fargo and Company NC Employees Good Government Fund,1000,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 31,Joyce Krawiec,wix.com,168,1537332,R,"Davie, Forsyth",10-Jan-14,NA,31
Senator District 32,"Paul A. Lowe, Jr.",Anesthesiologists of the Triad PAC,5000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",AT&T NC PAC,500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Centene Corporation PAC,1000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Charter Communications NC PAC,2000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Committee to Elect Wayne Sasser,500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Credit Union PAC of NC,250,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",CSX Good Government Fund,250,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",CVS Health PAC,500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Dominion Energy Inc PAC,2000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Duke Energy Corp PAC,7900,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Eastern Band of Cherokee Indians,5400,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",JM Family Enterprises Inc PAC,250,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",LKQ Corporation Employee Good Government Fund,1000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Marathon Petroleum Corp Employee PAC,1500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",McGuireWoods Federal PAC Fund,4000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",National Council of Insurance Legislators,685.6,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Nationwide Carolina Political Participation Fund,500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Association of Electric Cooperatives Rural Electric Action Program,2000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Association of Realtors PAC,8400,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Association of Student Financial Aid Administrators PAC,4000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Auto Dealers Accociation PAC,500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Bankers Association PAC,1000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Beer & Wine Wholesalers Association PAC,2500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Chiropractic Association Inc PAC,500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC College of Emergency Physicians PAC,1000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Dental Society PAC,2000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Farm Bureau Federation Inc PAC,5400,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Health Care Facilities Association PAC,4000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Home Builders Association PAC,2500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Medical Society State PAC,500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",NC Merchants PAC Inc,250,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Novartis Corp PAC,1000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.","PepsiCo, Inc Concerned Citizens Fund",500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Piedmont Traid Anesthesia PA Federal PAC,5000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Resident Lenders of NC PAC,2000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Reynolds American Inc PAC,2500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Ronnie for NC,3200,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",State Employees Association of NC PAC,1000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",The Williams Companies Inc PAC,250,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Truist NC PAC,10800,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",UCB PAC,250,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",UnitedHealth Group Inc PAC,1500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Wells Fargo and Company NC Employees Good Government Fund,1000,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 32,"Paul A. Lowe, Jr.",Whit Davis for Judge,1500,156954,D,Forsyth,30-Jan-15,NA,32
Senator District 33,Carl Ford,3 C's Consulting Partners LLC,150,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Atrium Health Employees NC PAC,500,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Carolinas Ready Mixed Concrete Association NC PAC,500,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Committee to Elect Brian Hightower,100,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Duke Energy Corp PAC,5400,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Julia C. Howard for House,600,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,McGuireWoods Federal PAC Fund,500,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,National Federation of Independent Business NC PAC,3.92,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,NC Association of Electric Cooperatives Rural Electric Action Program,400,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,NC Home Builders Association PAC,2000,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,NC Outdoor Advertising Association PAC,250,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,NC State Optometric Society PAC,300,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Norfolk Southern Corporation Good Government Fund,500,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,North Carolina Republican House Caucus,1000,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Northeast Anesthesia & Pain Specialist PAC,2000,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Rowan County Young Republicans,50,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,The Williams Companies Inc PAC,500,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 33,Carl Ford,Town of China Grove,35,36246,R,"Rowan, Stanly",1-Jan-19,NA,33
Senator District 34,Vickie Sawyer,Allstate Insurance Comp PAC,3500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,American Council of Engineering Companies,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,American Property Casualty Insurance Association PAC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Anthem Inc PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Blue Cross & Blue Shield of NC Employees PAC,1500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Carolina Auto Recyclers PAC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Carolina Link Telephone Cooperative PAC,1500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Charter Communications NC PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Cigna Corporation Employee PAC,1250,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Committee to Elect P Gene Houpe,250,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Committee to Elect Republican Women,5000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Credit Union PAC of NC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,CVS Health PAC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Dominion Energy Inc PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Erie Indemnity Company PAC,1500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,FedEx Corporation PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Friends of Forestry PAC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,GlaxoSmithKline LLC PAC,250,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Health Network Solutions PAC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Independent Insurance Agents of NC,10400,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,International Paper PAC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,JM Family Enterprises Inc PAC,250,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Lowe's Comp Inc. PAC,5400,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,McGuireWoods Federal PAC Fund,1750,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,McHenry for Congress,750,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,National Federation of Independent Business NC PAC,3.92,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Nationwide Carolina Political Participation Fund,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC American Nurses Association PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Association of Electric Cooperatives Rural Electric Action Program,1300,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Association of Insurance and Financial Advisors PAC,1500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Association of Nurse Anesthetists,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Association of Realtors PAC,3000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Association of Student Financial Aid Administrators PAC,5000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Auto Dealers Accociation PAC,2020,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Bail Agents Association PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Beer & Wine Wholesalers Association PAC,3000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Chiropractic Association Inc PAC,750,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Clean Energy Business Alliance PAC,2000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Dental Society PAC,2000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Farm Bureau Federation Inc PAC,2700,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Health Care Facilities Association PAC,4000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Home Builders Association PAC,1500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Hospital Association PAC,2000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Merchants PAC Inc,250,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Orthopaedic Association PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC Society of Eye Physicians & Surgeons PAC,1500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,NC State Optometric Society PAC,300,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Norfolk Southern Corporation Good Government Fund,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Relyus,192.58,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Reynolds American Inc PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Right 2 Vape PAC,500,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
Senator District 34,Vickie Sawyer,Truist NC PAC,1000,157396,R,"Iredell, Yadkin",1-Jan-19,NA,34
